frame,obj_index,x_m,y_m,z_m,vel_mps
6810,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
6810,1,-0.013405034318566322,0.006567087490111589,0.040215104818344116,0.0
6810,2,0.2004052698612213,0.1573222279548645,0.1132725402712822,0.0
6810,3,0.39812952280044556,0.5578025579452515,-0.1769464612007141,0.0
6810,4,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
6810,5,0.1689034253358841,0.23664343357086182,-0.5254773497581482,-0.7309340834617615
6810,6,0.4276205897331238,0.32756322622299194,-0.31099680066108704,-0.36546704173088074
6811,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
6811,1,-0.014745538122951984,0.010555134154856205,0.03887460008263588,0.0
6811,2,0.19169199466705322,0.16160713136196136,0.12198581546545029,0.0
6811,3,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
6811,4,0.1876704841852188,0.8016166090965271,-0.2412906140089035,0.12182234972715378
6811,5,0.4356636106967926,1.6850666999816895,-2.1783180236816406,0.36546704173088074
6811,6,0.13405033946037292,0.3478696644306183,-0.38539472222328186,-0.36546704173088074
6811,7,0.06970617920160294,0.3813985586166382,-0.4008105397224426,-0.12182234972715378
6812,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
6812,1,-0.013405034318566322,0.006567087490111589,0.040215104818344116,0.0
6812,2,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
6812,3,0.17828695476055145,0.7615357637405396,-0.22922609746456146,0.12182234972715378
6812,4,0.25335514545440674,0.8264962434768677,-0.25335514545440674,0.12182234972715378
6812,5,0.22520458698272705,0.38472217321395874,-0.25737667083740234,-0.36546704173088074
6812,6,1.1742810010910034,5.1743927001953125,-3.327129602432251,-0.36546704173088074
6812,7,1.565708041191101,5.305965900421143,2.9357025623321533,-0.36546704173088074
6813,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
6813,1,-0.013405034318566322,0.01221256610006094,0.03887460008263588,0.0
6813,2,0.670251727104187,0.4635894298553467,-0.26810067892074585,0.0
6813,3,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
6813,4,0.18498948216438293,0.4357517659664154,-0.1387421041727066,0.12182234972715378
6813,5,0.13740161061286926,0.8527759909629822,-0.16488192975521088,0.24364469945430756
6814,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
6814,1,-0.013405034318566322,0.01221256610006094,0.03887460008263588,0.0
6814,2,0.2004052698612213,0.1573222279548645,0.1132725402712822,0.0
6814,3,0.6595277190208435,0.43623653054237366,-0.384724497795105,0.0
6814,4,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
6814,5,0.19705401360988617,0.8566288948059082,-0.19705401360988617,0.24364469945430756
6814,6,0.2520146369934082,0.9632557034492493,-0.15750914812088013,0.24364469945430756
6814,7,0.22520458698272705,0.4527013301849365,-0.09651625156402588,0.36546704173088074
1,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
1,1,-0.013405034318566322,0.01221256610006094,0.03887460008263588,0.0
1,2,0.2004052698612213,0.1573222279548645,0.1132725402712822,0.0
1,3,0.39812952280044556,0.5699489712715149,-0.13270984590053558,0.0
1,4,0.2392798662185669,1.0673588514328003,0.0,0.0
1,5,1.0254851579666138,0.36657026410102844,-0.1025485172867775,0.0
1,6,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
1,7,1.4906398057937622,2.327260732650757,-1.117979884147644,0.0
1,8,0.43432313203811646,0.6310568451881409,0.09651625156402588,0.12182234972715378
2,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
2,1,-0.013405034318566322,0.006567087490111589,0.040215104818344116,0.0
2,2,0.2004052698612213,0.15066656470298767,0.12198581546545029,0.0
2,3,0.7037643194198608,0.526648998260498,-0.19705401360988617,0.0
2,4,0.6615384221076965,0.75801020860672,-0.06300365924835205,0.0
2,5,0.3760112226009369,1.024915337562561,-0.068365678191185,0.0
2,6,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
2,7,1.4906398057937622,2.369762897491455,-1.0248148441314697,0.0
2,8,0.22118307650089264,0.6421931982040405,-0.19906476140022278,-0.36546704173088074
3,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
3,1,-0.014745538122951984,0.010555134154856205,0.03887460008263588,0.0
3,2,0.2004052698612213,0.1573222279548645,0.1132725402712822,0.0
3,3,-1.4799158573150635,1.3785277605056763,0.3860650062561035,0.0
3,4,1.397474765777588,2.384368658065796,-1.117979884147644,0.0
3,5,0.22118307650089264,0.6719744801521301,0.022118307650089264,-0.12182234972715378
3,6,0.6300365924835205,0.7843892574310303,-0.06300365924835205,-0.12182234972715378
4,0,0.00938352383673191,0.01551744993776083,0.03887460008263588,0.0
4,1,-0.013405034318566322,0.006567087490111589,0.040215104818344116,0.0
